"","sample","Simpson.div"
"1","FF05466751",0.832559932204574
"2","FF05466747",0.940384763870314
"3","FF05466738",0.951279846429007
"4","FF05466735",0.9555648917868
"5","FF05466734",0.962154214066385
"6","FF05466731",0.891914443012
"7","FF05466627",0.951322906342179
"8","FF05466624",0.917899240631163
"9","FF05466619",0.896324101324085
"10","FF05466617",0.86517034684038
"11","FF05466614",0.943245547000297
"12","FF05466611",0.90337908103823
"13","FF05466606",0.95361100373396
"14","FF05466597",0.891914443012
"15","FF05466594",0.917899240631163
"16","FF05466588",0.9555648917868
"17","FF05466584",0.891914443012
"18","FF05466582",0.940126950443141
"19","FF05466581",0.962154214066385
"20","FF05466580",0.962154214066385
"21","FF05466568",0.9536664775638
"22","FF05466567",0.885759002838162
"23","FF05466564",0.929231355595865
"24","FF05466562",0.926360111903904
"25","FF05466560",0.885985447874492
"26","FF05466551",0.842158830894499
"27","FF05466537",0.917212981845768
"28","FF05466387",0.907634540881303
"29","FF05466384",0.806963611009254
"30","FF05466382",0.932036676580672
"31","FF05466380",0.859027971166245
"32","FF05466375",0.885985447874492
"33","FF05466346",0.922676113709064
"34","FF05466332",0.9239110475678
"35","FF05466328",0.885759002838162
"36","FF05466314",0.94319045406166
"37","FF05466313",0.927627306471309
"38","FF05466309",0.859027971166245
"39","FF05466308",0.870061361582699
"40","FF05466307",0.884561853633653
"41","FF05466305",0.854411575499947
"42","FF05466302",0.924557400305643
"43","FF05466297",0.857394471602857
"44","FF05466293",0.93856535062349
"45","FF05466292",0.913191019204675
"46","FF05466286",0.870061361582699
"47","FF05466285",0.896324101324085
"48","FF05466275",0.962154214066385
"49","FF05466271",0.9536664775638
"50","FF05466264",0.940126950443141
"51","FF05466260",0.891235277686953
"52","FF05466258",0.912004146262822
"53","FF05466254",0.855810629853457
"54","FF05466196",0.857394471602857
"55","FF05466194",0.909133146526209
"56","FF05466177",0.83458673953214
"57","FF05466170",0.842158830894499
"58","FF05466158",0.9102172246403
"59","FF05466156",0.903862890317604
"60","FF05466151",0.842158830894499
"61","FF05466150",0.858992599570586
"62","FF05466149",0.90337908103823
"63","FF05466147",0.906464535076858
"64","FF05466141",0.912004146262822
"65","FF05466131",0.924557400305643
"66","FF05466129",0.7103179968697
"67","FF05466127",0.964487855921718
"68","FF05466119",0.9193202543642
"69","FF05466111",0.938853995173932
"70","FF05466095",0.90337908103823
"71","FF05466092",0.951337900315828
"72","FF05466090",0.886200107521468
"73","FF05466080",0.806963611009254
"74","FF05466079",0.889422143303382
"75","FF05466077",0.943369053780906
"76","FF05466072",0.943369053780906
"77","FF05466058",0.857394471602857
"78","FF05466001",0.955075749243088
"79","FF05466000",0.873265374546976
"80","FF05465999",0.901631887584746
"81","FF05465996",0.917212981845768
"82","FF05465995",0.924557400305643
"83","FF05465989",0.92285531492756
"84","FF05465981",0.894751959762048
"85","FF05465968",0.931618295531034
"86","FF05465966",0.953914236157836
"87","FF05465964",0.87541614244644
"88","FF05465961",0.903105823809873
"89","FF05465958",0.932036676580672
"90","FF05464556",0.908495424646274
"91","FF05464542",0.951322906342179
"92","FF05464532",0.855810629853457
"93","FF05464521",0.926072923627245
"94","FF05464475",0.9181812800515
"95","FF05464443",0.949181581513621
"96","FF05464407",0.84293140419672
"97","FF05464394",0.950408486916207
"98","FF05464387",0.891235277686953
"99","FF05464343",0.943221376907581
"100","FF05464304",0.935158395452044
"101","FF05464242",0.942085189948778
"102","FF05464228",0.873265374546976
"103","FF05464197",0.943245547000297
"104","FF05464166",0.854411575499947
"105","FF05464165",0.943221376907581
"106","FF05464144",0.84293140419672
"107","FF05464140",0.926072923627245
"108","FF05464119",0.84293140419672
