"estimate","statistic","p.value","method","alternative","GeriatricAssessment","gene","padj"
0.085439607004198,1851.0702354235,0.698302076110773,"Spearman's rank correlation rho","two.sided","sppb_score","CDKN2A..ARF.",0.989178594468286
0.158817151843098,1702.55408466957,0.469189274873035,"Spearman's rank correlation rho","two.sided","sppb_score","CDKN2A..p16.",0.989178594468286
0.0628232404442633,1896.84576134081,0.775821118415282,"Spearman's rank correlation rho","two.sided","sppb_score","CEACAM1",0.989178594468286
0.163843011078639,1692.38174557684,0.455054757482498,"Spearman's rank correlation rho","two.sided","sppb_score","CTLA4",0.989178594468286
-0.175402487320383,2379.01463433646,0.423406629170205,"Spearman's rank correlation rho","two.sided","sppb_score","CXCR3",0.989178594468286
0.432726480180085,1148.16160411551,0.0391716916291856,"Spearman's rank correlation rho","two.sided","sppb_score","EGR1",0.956834850681366
-0.292002421584936,2615.01290128791,0.176380476422498,"Spearman's rank correlation rho","two.sided","sppb_score","EOMES",0.956834850681366
-0.0165853354772855,2057.56871900603,0.940127478681619,"Spearman's rank correlation rho","two.sided","sppb_score","FOXO1",0.989178594468286
0.10654821579347,1808.34641123402,0.628476237988571,"Spearman's rank correlation rho","two.sided","sppb_score","FOXP3",0.989178594468286
-0.108558559487687,2243.72252440308,0.621972749665229,"Spearman's rank correlation rho","two.sided","sppb_score","GATA3",0.989178594468286
0.0940067935959163,1833.73024976187,0.669637227190913,"Spearman's rank correlation rho","two.sided","sppb_score","GRAIL",0.989178594468286
0.105040458022808,1811.39811296184,0.633371481582754,"Spearman's rank correlation rho","two.sided","sppb_score","GZMB",0.989178594468286
0.089962880316185,1841.91513024004,0.683115079861912,"Spearman's rank correlation rho","two.sided","sppb_score","HAVCR2",0.989178594468286
-0.142734402289366,2312.89443023368,0.515888651293922,"Spearman's rank correlation rho","two.sided","sppb_score","IFNG",0.989178594468286
0.197313724526188,1624.637021559,0.366828516270229,"Spearman's rank correlation rho","two.sided","sppb_score","IL.10",0.989178594468286
-0.311603272603546,2654.68502374958,0.147789442262124,"Spearman's rank correlation rho","two.sided","sppb_score","IL.17A",0.956834850681366
-0.0251292961777053,2074.86169546368,0.909386295579082,"Spearman's rank correlation rho","two.sided","sppb_score","IL.2",0.989178594468286
-0.123133551270756,2273.22230777201,0.575661284308766,"Spearman's rank correlation rho","two.sided","sppb_score","IL.21",0.989178594468286
0.0582999671322763,1906.00086652427,0.791603322615021,"Spearman's rank correlation rho","two.sided","sppb_score","IL.4",0.989178594468286
0.0437249753492072,1935.5006498932,0.842968570138194,"Spearman's rank correlation rho","two.sided","sppb_score","IL2RA",0.989178594468286
-0.0829266773864275,2191.84359503013,0.706788350778894,"Spearman's rank correlation rho","two.sided","sppb_score","IL6",0.989178594468286
-0.201034369421642,2430.8935637094,0.357677029596524,"Spearman's rank correlation rho","two.sided","sppb_score","ITCH",0.989178594468286
0.294012765279152,1428.918163075,0.173284461550324,"Spearman's rank correlation rho","two.sided","sppb_score","KIR.Activating.Subgroup.1",0.956834850681366
0.165853354772855,1688.31280993974,0.449463863747591,"Spearman's rank correlation rho","two.sided","sppb_score","KIR_Activating_Subgroup_2",0.989178594468286
0.1040352861757,1813.43258078038,0.6366432755063,"Spearman's rank correlation rho","two.sided","sppb_score","KIR_Inhibiting_Subgroup_1",0.989178594468286
0.228676595217118,1561.15857128055,0.293937225282883,"Spearman's rank correlation rho","two.sided","sppb_score","KIR_Inhibiting_Subgroup_2",0.989178594468286
-0.0929783958575096,2212.1882732156,0.673055610110754,"Spearman's rank correlation rho","two.sided","sppb_score","KLRG1",0.989178594468286
-0.242246415153079,2514.30674426983,0.265418711697973,"Spearman's rank correlation rho","two.sided","sppb_score","LAG3",0.989178594468286
0.292002421584936,1432.98709871209,0.176380476422498,"Spearman's rank correlation rho","two.sided","sppb_score","NECTIN2",0.956834850681366
-0.334722225087035,2701.47778357616,0.118482029746143,"Spearman's rank correlation rho","two.sided","sppb_score","PDCD1",0.956834850681366
0.454337674892912,1104.42054601675,0.02941226261056,"Spearman's rank correlation rho","two.sided","sppb_score","PDCD1LG2",0.956834850681366
-0.0869473647748604,2199.98146630432,0.693226958782561,"Spearman's rank correlation rho","two.sided","sppb_score","PRDM1",0.989178594468286
-0.0080413747768657,2040.27574254838,0.97095155665715,"Spearman's rank correlation rho","two.sided","sppb_score","PTPRC_1",0.989178594468286
-0.308587757062221,2648.58162029394,0.151959280148877,"Spearman's rank correlation rho","two.sided","sppb_score","PTPRC_2",0.956834850681366
-0.12112320757654,2269.15337213492,0.581958513918762,"Spearman's rank correlation rho","two.sided","sppb_score","PTPRC_3",0.989178594468286
0.288986906043611,1439.09050216773,0.181095760300751,"Spearman's rank correlation rho","two.sided","sppb_score","PVR",0.956834850681366
-0.332209295469264,2696.39161402979,0.121444852851464,"Spearman's rank correlation rho","two.sided","sppb_score","PVRIG",0.956834850681366
-0.185956791715019,2400.3765464312,0.395586475407799,"Spearman's rank correlation rho","two.sided","sppb_score","RORA",0.989178594468286
-0.281448117190299,2593.65098919317,0.19326109127743,"Spearman's rank correlation rho","two.sided","sppb_score","RORC",0.956834850681366
-0.219630048593144,2468.53121835252,0.313966843536234,"Spearman's rank correlation rho","two.sided","sppb_score","RUNX3",0.989178594468286
0.400560981072623,1213.26457430901,0.0582141957890968,"Spearman's rank correlation rho","two.sided","sppb_score","SPI1",0.956834850681366
-0.129164582353405,2285.42911468329,0.556951034928496,"Spearman's rank correlation rho","two.sided","sppb_score","SPN",0.989178594468286
-0.116097348340999,2258.98103304218,0.597830439290599,"Spearman's rank correlation rho","two.sided","sppb_score","TBX21",0.989178594468286
-0.0985068410166048,2223.37784621761,0.654754332513077,"Spearman's rank correlation rho","two.sided","sppb_score","TGFB1",0.989178594468286
-0.0155801636301773,2055.53425118748,0.94375036044011,"Spearman's rank correlation rho","two.sided","sppb_score","TIGIT",0.989178594468286
-0.362364450882511,2757.4256485862,0.0892750210634109,"Spearman's rank correlation rho","two.sided","sppb_score","TNF",0.956834850681366
-0.0796795549997473,2185.27141931949,0.717804099888537,"Spearman's rank correlation rho","two.sided","sppb_score","TNFRSF14",0.989178594468286
-0.180930932479478,2390.20420733846,0.408704196012194,"Spearman's rank correlation rho","two.sided","sppb_score","TNFRSF18",0.989178594468286
0.0517791429966812,1919.19901457472,0.814493681470693,"Spearman's rank correlation rho","two.sided","sppb_score","VTCN1",0.989178594468286
0.0080413747768657,2007.72425745162,0.97095155665715,"Spearman's rank correlation rho","two.sided","sppb_score","ZBTB7B",0.989178594468286
-0.116377394210987,2259.54784588304,0.596941265908433,"Spearman's rank correlation rho","two.sided","sppb_score","GUSB",0.989178594468286
-0.196511096109656,2421.73845852594,0.368820272339439,"Spearman's rank correlation rho","two.sided","sppb_score","HPRT1",0.989178594468286
0.184449033944357,1650.67515529662,0.39949680559053,"Spearman's rank correlation rho","two.sided","sppb_score","PGK1",0.989178594468286
0.339748084322576,1336.34987733111,0.112714467990633,"Spearman's rank correlation rho","two.sided","sppb_score","UBC",0.956834850681366
-0.118107692035215,2263.04996867928,0.591459812637488,"Spearman's rank correlation rho","two.sided","sppb_score","YWHAZ",0.989178594468286
0.0416044519115744,1939.79258933097,0.850498763357984,"Spearman's rank correlation rho","two.sided","sppb_score","NEG_A",0.989178594468286
0.238309988175528,1541.66058393273,0.273502855967547,"Spearman's rank correlation rho","two.sided","sppb_score","NEG_B",0.989178594468286
-0.136828645508332,2300.94117850886,0.53357904732082,"Spearman's rank correlation rho","two.sided","sppb_score","NEG_C",0.989178594468286
0.0534763259449697,1915.76391628738,0.808521043209658,"Spearman's rank correlation rho","two.sided","sppb_score","NEG_D",0.989178594468286
-0.0815767101214122,2189.11126128574,0.711361305384276,"Spearman's rank correlation rho","two.sided","sppb_score","NEG_E",0.989178594468286
0.239092332022053,1540.07711998737,0.271883898537384,"Spearman's rank correlation rho","two.sided","sppb_score","NEG_F",0.989178594468286
0.0171861439593261,1989.21524462632,0.93796256359023,"Spearman's rank correlation rho","two.sided","sppb_score","NEG_G",0.989178594468286
0.0576933864702289,1907.22858578426,0.793725926436096,"Spearman's rank correlation rho","two.sided","sppb_score","NEG_H",0.989178594468286
0.11257924687612,1796.13960432273,0.609047866608901,"Spearman's rank correlation rho","two.sided","sppb_score","POS_A",0.989178594468286
0.180930932479478,1657.79579266154,0.408704196012194,"Spearman's rank correlation rho","two.sided","sppb_score","POS_B",0.989178594468286
0.163340425155084,1693.39897948611,0.456458126048388,"Spearman's rank correlation rho","two.sided","sppb_score","POS_C",0.989178594468286
0.127688372050068,1765.55873497066,0.561505249491833,"Spearman's rank correlation rho","two.sided","sppb_score","POS_D",0.989178594468286
0.20847642588741,1602.04371400388,0.339776509129276,"Spearman's rank correlation rho","two.sided","sppb_score","POS_E",0.989178594468286
0.25064285712288,1516.69885718329,0.248689832586869,"Spearman's rank correlation rho","two.sided","sppb_score","POS_F",0.989178594468286
-0.230102756714582,2178.51198214153,0.302923108483694,"Spearman's rank correlation rho","two.sided","blessed_score","ADORA2A",0.989178594468286
-0.0131324153956213,1794.25750766565,0.953746075809472,"Spearman's rank correlation rho","two.sided","blessed_score","AHR",0.989178594468286
-0.06109428031876,1879.19797044452,0.787096643018013,"Spearman's rank correlation rho","two.sided","blessed_score","B3GAT1",0.989178594468286
0.0690879244726165,1648.645285759,0.759984839180783,"Spearman's rank correlation rho","two.sided","blessed_score","BCL6",0.989178594468286
-0.262648307912426,2236.15015331291,0.237644972364818,"Spearman's rank correlation rho","two.sided","blessed_score","BTLA",0.989178594468286
0.304329452428963,1232.03253974831,0.168502017158667,"Spearman's rank correlation rho","two.sided","blessed_score","C10orf54",0.956834850681366
0.0154163137252946,1743.6977083925,0.94571253121761,"Spearman's rank correlation rho","two.sided","blessed_score","CCR4",0.989178594468286
0.0222680087143144,1731.56335656695,0.921645444509966,"Spearman's rank correlation rho","two.sided","blessed_score","CCR6",0.989178594468286
0.00970656790111141,1753.80966824713,0.965804293059618,"Spearman's rank correlation rho","two.sided","blessed_score","CD127",0.989178594468286
-0.230102756714582,2178.51198214153,0.302923108483694,"Spearman's rank correlation rho","two.sided","blessed_score","CD160",0.989178594468286
0.0782235177913096,1632.46614999159,0.729331510524327,"Spearman's rank correlation rho","two.sided","blessed_score","CD200R1",0.989178594468286
-0.0393972461868639,1840.77252299694,0.861810494004735,"Spearman's rank correlation rho","two.sided","blessed_score","CD244",0.989178594468286
-0.0491038140879753,1857.9628547498,0.828205526527609,"Spearman's rank correlation rho","two.sided","blessed_score","CD27",0.989178594468286
-0.214115468406869,2150.19849454857,0.338654223638768,"Spearman's rank correlation rho","two.sided","blessed_score","CD274",0.989178594468286
0.152450213505691,1501.01067188142,0.498220996734551,"Spearman's rank correlation rho","two.sided","blessed_score","CD276",0.989178594468286
-0.270070977483864,2249.29570112392,0.224156724928655,"Spearman's rank correlation rho","two.sided","blessed_score","CD28",0.989178594468286
0.0114194916483664,1750.77608029074,0.959774122895977,"Spearman's rank correlation rho","two.sided","blessed_score","CD3D",0.989178594468286
0.000570974582418318,1769.98880401454,0.997987921204083,"Spearman's rank correlation rho","two.sided","blessed_score","CD3E",0.997987921204083
-0.0274067799560793,1819.53740730222,0.903637364086718,"Spearman's rank correlation rho","two.sided","blessed_score","CD4",0.989178594468286
0.130182204791376,1540.44731531447,0.563647273037363,"Spearman's rank correlation rho","two.sided","blessed_score","CD80",0.989178594468286
0.0759396194616363,1636.51093393344,0.736959517394096,"Spearman's rank correlation rho","two.sided","blessed_score","CD86",0.989178594468286
-0.288913138703669,2282.6651686442,0.192219936188541,"Spearman's rank correlation rho","two.sided","blessed_score","CD8A",0.956834850681366
-0.334591105297134,2363.56084748122,0.128003327293757,"Spearman's rank correlation rho","two.sided","blessed_score","CD96",0.956834850681366
0.0416811445165372,1697.18269306121,0.853880463092003,"Spearman's rank correlation rho","two.sided","blessed_score","CDKN1B",0.989178594468286
-0.303187503264127,2307.94506828077,0.170185812436428,"Spearman's rank correlation rho","two.sided","blessed_score","CDKN2A..ARF.",0.956834850681366
-0.202695976758503,2129.97457483931,0.36563795667948,"Spearman's rank correlation rho","two.sided","blessed_score","CDKN2A..p16.",0.989178594468286
-0.117620763978174,1979.30637300535,0.602156040525731,"Spearman's rank correlation rho","two.sided","blessed_score","CEACAM1",0.989178594468286
-0.0354004241099357,1833.6941510987,0.875718587623281,"Spearman's rank correlation rho","two.sided","blessed_score","CTLA4",0.989178594468286
-0.307755299923473,2316.03463616447,0.163519929176941,"Spearman's rank correlation rho","two.sided","blessed_score","CXCR3",0.956834850681366
-0.0702298736374531,1895.37710621193,0.756133048667521,"Spearman's rank correlation rho","two.sided","blessed_score","EGR1",0.989178594468286
-0.36656568191256,2420.18782266714,0.0933517469154245,"Spearman's rank correlation rho","two.sided","blessed_score","EOMES",0.956834850681366
-0.0816493652858195,1915.60102592119,0.717935904088295,"Spearman's rank correlation rho","two.sided","blessed_score","FOXO1",0.989178594468286
