"","term","estimate","std.error","statistic","p.value","coef.type"
"134","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_bivia",-2220.10115776629,NA,NA,NA,"location"
"135","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_buccae",0.0968287717637526,0.0683085273849437,1.41752099585,0.156330660242137,"location"
"136","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_copri",-0.016166336521017,0.0287156908713831,-0.562979194664882,0.573449051282386,"location"
"137","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_corporis",6.6606230271457,42.2943754760233,0.157482477331332,0.874864616641751,"location"
"138","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_CAG_279",-3.55255290872286,3.68387185584757,-0.964353008936439,0.334868972926506,"location"
"139","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella.s__Prevotella_sp_CAG_873",-0.0458252988342296,0.0436062991824371,-1.050887135423,0.293310429531394,"location"
"140","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae",0.0102330973864249,0.0331514284665587,0.308677419337976,0.757566922319621,"location"
"141","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes",0.0102330973864249,0.0331514284665587,0.308677419337976,0.757566922319621,"location"
"142","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_finegoldii",0.0592662959409221,0.0758138766008298,0.781734144172143,0.43437083100636,"location"
"143","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_indistinctus",0.0980153314193553,0.91903826838662,0.106649891294975,0.915066736733267,"location"
"144","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_inops",-12.0701020045906,12.5162693461209,-0.964353008936439,0.334868972926506,"location"
"145","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_onderdonkii",-8.35704388592421,12.4234343322522,-0.672683870049415,0.501148431463485,"location"
"146","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_putredinis",0.0113026622410534,0.0504241188506155,0.224151903864463,0.822639106380905,"location"
"147","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_shahii",-0.849426947884108,0.411322696462642,-2.06511081248165,0.0389125165997484,"location"
"148","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae",0.0309640477677115,0.0422803969570755,0.732349977677535,0.463954982126093,"location"
"149","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides",0.0309640477677115,0.0422803969570755,0.732349977677535,0.463954982126093,"location"
"150","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_distasonis",0.0512767094176647,0.0464658611064595,1.10353511581724,0.269794850618812,"location"
"151","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_goldsteinii",-2.30071721998063,1.54370744572388,-1.49038422166952,0.136123238809402,"location"
"152","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_johnsonii",-6703.79391951861,NA,NA,NA,"location"
"153","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_merdae",-0.022505866129886,0.0666631298111147,-0.337605902897971,0.73566019324708,"location"
"154","k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_sp_CAG_409",-5.65655816037921,5.86565096801812,-0.964353008936439,0.334868972926506,"location"
"155","k__Bacteria.p__Candidatus_Melainabacteria",-6739.05053098702,NA,NA,NA,"location"
"156","k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified",-6739.05053098702,NA,NA,NA,"location"
"157","k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified.o__Candidatus_Gastranaerophilales",-6739.05053098702,NA,NA,NA,"location"
"158","k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified.o__Candidatus_Gastranaerophilales.f__Candidatus_Gastranaerophilales_unclassified",-6739.05053098702,NA,NA,NA,"location"
"159","k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified.o__Candidatus_Gastranaerophilales.f__Candidatus_Gastranaerophilales_unclassified.g__Candidatus_Gastranaerophilales_unclassified",-6739.05053098702,NA,NA,NA,"location"
"160","k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified.o__Candidatus_Gastranaerophilales.f__Candidatus_Gastranaerophilales_unclassified.g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium",-6739.05053098702,NA,NA,NA,"location"
"161","k__Bacteria.p__Firmicutes",-0.000454509822135405,0.0138561436426195,-0.0328020431844686,0.973832448865391,"location"
"162","k__Bacteria.p__Firmicutes.c__Bacilli",-0.0904712917836677,0.0516508468184133,-1.75159358183872,0.0798437169784975,"location"
"163","k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales",117.525507532233,134.77444578245,0.872016255380783,0.383199509690641,"location"
"164","k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae",117.525507532233,134.77444578245,0.872016255380783,0.383199509690641,"location"
"165","k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus",117.525507532233,134.77444578245,0.872016255380783,0.383199509690641,"location"
"166","k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus.s__Staphylococcus_aureus",117.525507532233,134.77444578245,0.872016255380783,0.383199509690641,"location"
"167","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales",-0.0904949324331145,0.051654477182557,-1.75192814580792,0.0797861641262856,"location"
"168","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae",0.460787729763969,0.94080638444626,0.489779552288199,0.624289901513988,"location"
"169","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus",0.460787729763969,0.94080638444626,0.489779552288199,0.624289901513988,"location"
"170","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__Enterococcus_faecalis",-184.449328829373,NA,NA,NA,"location"
"171","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus.s__Enterococcus_faecium",0.646089979824693,0.921125084106377,0.70141394580682,0.483044721306513,"location"
"172","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae",-0.248688611574636,0.122345815328857,-2.0326695351711,0.0420859211453511,"location"
"173","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus",-0.248688611574636,0.122345815328857,-2.0326695351711,0.0420859211453511,"location"
"174","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_animalis",-0.261605765133997,0.21228373801951,-1.23234011033834,0.217822062512008,"location"
"175","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_crispatus",-1.64471296308903,6.51249562277616,-0.252547265803446,0.800618084917993,"location"
"176","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_curvatus",-5.22140272767462,9.78757847544773,-0.533472374272408,0.593706629459393,"location"
"177","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_fermentum",-0.40578208649006,1.10780048253276,-0.366295278697047,0.714144752220929,"location"
"178","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_gasseri",-2.22238920869143,2.52529961941317,-0.880049714341566,0.378832378494515,"location"
"179","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_kalixensis",-2.13871891633346,21.1017882142126,-0.101352496509892,0.919270644512303,"location"
"180","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_oris",0.65492776810527,6.17411771968897,0.106076333144206,0.915521788600193,"location"
"181","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_paragasseri",-0.518458261263123,0.494573564316782,-1.04829351722294,0.294503395525945,"location"
"182","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_rhamnosus",-6.54515717680339,20.1575332520912,-0.324700304097198,0.745407904483086,"location"
"183","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_rogosae",-15.6042059199297,23.7327011242562,-0.65749810096337,0.510860691653382,"location"
"184","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_ruminis",-0.207976435130744,0.215664215493159,-0.964353008936439,0.334868972926506,"location"
"185","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_sakei",-110.61531560172,135.914045137858,-0.813862286929386,0.415723847634375,"location"
"186","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_salivarius",-0.138235677089293,0.398590516779595,-0.346811254332305,0.728733121566272,"location"
"187","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_vaginalis",-10.612044635675,13.9158413734305,-0.762587352852169,0.445709529444089,"location"
"188","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae",-5265.57591574195,NA,NA,NA,"location"
"189","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Leuconostoc",-5196.36033191573,NA,NA,NA,"location"
"190","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Leuconostoc.s__Leuconostoc_mesenteroides",-5196.36033191573,NA,NA,NA,"location"
"191","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Weissella",-1305.54647361565,NA,NA,NA,"location"
"192","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Leuconostocaceae.g__Weissella.s__Weissella_cibaria",-1305.54647361565,NA,NA,NA,"location"
"193","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae",-0.0570846560440835,0.0604388058216124,-0.944503374414299,0.344912478293431,"location"
"194","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus",-20.7247490021595,16.4983990286439,-1.25616727818123,0.209055327718118,"location"
"195","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus.s__Lactococcus_lactis",-20.7247490021595,16.4983990286439,-1.25616727818123,0.209055327718118,"location"
"196","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus",-0.0529683783591838,0.0602979002476782,-0.878444823809987,0.379702368367668,"location"
"197","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_agalactiae",-69.119551883624,117.654602225725,-0.587478522523205,0.556882370830814,"location"
"198","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_anginosus_group",-0.00539148465126356,3.60897832222067,-0.00149390884895814,0.998808033637534,"location"
"199","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_australis",-173.807497346414,127.342144323433,-1.36488590065646,0.172288914360597,"location"
"200","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_cristatus",18.7838013895496,119.275501045299,0.157482477331333,0.874864616641751,"location"
"201","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_gordonii",8.97439706347277,7.48048614906473,1.19970773083977,0.230252869539706,"location"
"202","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_lutetiensis",-0.00884239123881253,0.0609860098166232,-0.144990486595211,0.884718383015928,"location"
"203","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_mutans",-0.0397783685727718,0.912212355475236,-0.0436064786165371,0.965218087422644,"location"
"204","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_oralis",17.8277573443571,33.6372858399482,0.529999876600761,0.596112016346821,"location"
"205","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_parasanguinis",0.989344458232701,0.81087633232504,1.22009290294111,0.22242965865778,"location"
"206","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_salivarius",-0.263321311588259,0.178172399144913,-1.47790181224473,0.139434061200274,"location"
"207","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_sanguinis",1.75551224835817,6.64509558601427,0.264181639772488,0.791639957988154,"location"
"208","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_sobrinus",-0.676364291832426,1.39567492948853,-0.48461448833239,0.627949834422932,"location"
"209","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_sp_A12",22.034989981061,47.4431706981736,0.464450197084093,0.642325233219743,"location"
"210","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_thermophilus",-1.28427952960355,0.829124760777173,-1.54895811867896,0.121391788261174,"location"
"211","k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_vestibularis",-3.19609739319081,2.74214861440656,-1.16554492210937,0.243798487575228,"location"
"212","k__Bacteria.p__Firmicutes.c__Clostridia",0.00223195688000228,0.0145832024744817,0.153049845115149,0.878358967574445,"location"
"213","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales",0.00223195688000228,0.0145832024744817,0.153049845115149,0.878358967574445,"location"
"214","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Catabacteriaceae",-39916.5881517312,NA,NA,NA,"location"
"215","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Catabacteriaceae.g__Catabacter",-39916.5881517312,NA,NA,NA,"location"
"216","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Catabacteriaceae.g__Catabacter.s__Catabacter_hongkongensis",-39916.5881517312,NA,NA,NA,"location"
"217","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae",-294.695513002016,314.604422572701,-0.936717642403503,0.348903818720904,"location"
"218","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__Christensenella",-294.695513002016,314.604422572701,-0.936717642403503,0.348903818720904,"location"
"219","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__Christensenella.s__Christensenella_minuta",-294.695513002016,314.604422572701,-0.936717642403503,0.348903818720904,"location"
"220","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae",-0.216481368426846,0.20929786006958,-1.03432193886205,0.300985683885674,"location"
"221","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium",-0.247680755020394,0.213393392709548,-1.16067677576838,0.245773369889364,"location"
"222","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Butyribacterium_methylotrophicum",-1791.45114502659,NA,NA,NA,"location"
"223","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_bolteae_CAG_59",0.550955877435966,0.53125432327383,1.037084976628,0.299696256079856,"location"
"224","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_butyricum",360.606508227704,254.392357702942,1.41752099585,0.156330660242137,"location"
"225","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_disporicum",0.728842973776074,1.8453388714217,0.394964299004091,0.692869235693621,"location"
"226","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_neonatale",27.876378689031,19.6655843339486,1.41752099585,0.156330660242137,"location"
"227","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_paraputrificum",3.37891300786673,119.715336639531,0.0282245625557635,0.977483046939144,"location"
"228","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_perfringens",1.50528808304369,2.4453358437249,0.615575192629056,0.538174928242265,"location"
"229","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_7_2_43FAA",153.727425044974,108.448076250746,1.41752099585,0.156330660242137,"location"
"230","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_CAG_167",-6.95993102190743,6.28521086794759,-1.10735044028525,0.268142444258042,"location"
"231","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_CAG_242",2.77789808160966,3.24557082112717,0.85590431844125,0.392050706105244,"location"
"232","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_CAG_299",-1.41757930928896,1.56084305183544,-0.908213870460574,0.363765237221583,"location"
"233","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_CAG_413",-0.258194876180402,0.286951699830597,-0.899785142701118,0.368234602464605,"location"
"234","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_CAG_58",-0.572995430748092,0.598957173846347,-0.956655092831536,0.338741371481809,"location"
"235","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_D5",265.722921239367,100.036938169398,2.65624804299191,0.00790154717962937,"location"
"236","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_chh4_2",-87.1153591901676,82.1854673419624,-1.0599849585048,0.289151442349141,"location"
"237","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Hungatella",0.864039996473337,1.32491742484935,0.652146300039478,0.514306798122584,"location"
"238","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Hungatella.s__Hungatella_hathewayi",0.864039996473337,1.32491742484935,0.652146300039478,0.514306798122584,"location"
"239","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Lactonifactor",17.1773011580489,10.07413835797,1.70508886692621,0.088177851661125,"location"
"240","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Lactonifactor.s__Lactonifactor_longoviformis",17.1773011580489,10.07413835797,1.70508886692621,0.088177851661125,"location"
"241","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified",0.129895449433735,0.21293441122121,0.610025635071218,0.541844826274955,"location"
"242","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Clostridiales_unclassified",-3.04787339499817,3.29897589495018,-0.923884712120396,0.355546343503498,"location"
"243","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Clostridiales_unclassified.s__Clostridiales_bacterium_1_7_47FAA",-6.02684242361916,6.39479459042877,-0.942460674599254,0.345956835762947,"location"
"244","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Clostridiales_unclassified.s__Clostridiales_bacterium_CHKCI006",13.7631575384804,9.49303607032096,1.44981620595644,0.147109779064319,"location"
"245","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Intestinimonas",-2.5143650036649,1.99109843602456,-1.26280296251203,0.206659999796276,"location"
"246","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Intestinimonas.s__Intestinimonas_butyriciproducens",-2.5143650036649,1.99109843602456,-1.26280296251203,0.206659999796276,"location"
"247","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Lawsonibacter",0.470246027999167,0.289126143291612,1.62643897450974,0.103856305432733,"location"
"248","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Lawsonibacter.s__Lawsonibacter_asaccharolyticus",0.470246027999167,0.289126143291612,1.62643897450974,0.103856305432733,"location"
"249","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Monoglobus",-0.0852732597867644,0.29915084052209,-0.285051045278503,0.775605034907541,"location"
"250","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_unclassified.g__Monoglobus.s__Monoglobus_pectinilyticus",-0.0852732597867644,0.29915084052209,-0.285051045278503,0.775605034907541,"location"
"251","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae",-0.00252700081896508,0.0374569783762042,-0.067464086226732,0.946212251901458,"location"
"252","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacteriaceae_unclassified",-3.26131888106391,34.9159060617863,-0.0934049620620689,0.925581848598608,"location"
"253","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacteriaceae_unclassified.s__Eubacteriaceae_bacterium_CHKCI005",-3.26131888106391,34.9159060617863,-0.0934049620620689,0.925581848598608,"location"
"254","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium",-0.00252280939631862,0.0374536015386334,-0.0673582590906871,0.94629649810317,"location"
"255","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_callanderi",-0.237691444515565,5.0758285637743,-0.0468281072792621,0.962650227231725,"location"
"256","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_dolichum_CAG_375",4.8840844913396,5.39126341795751,0.905925775222081,0.364975140564835,"location"
"257","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_eligens",-0.0902058797934377,0.253605750613183,-0.355693353070001,0.722070223408286,"location"
"258","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_hallii",-0.0239093473277917,0.0515639765512965,-0.463683154925151,0.64287476766363,"location"
"259","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_limosum",-0.53506955387984,7.17718597888752,-0.0745514405581527,0.940571611363088,"location"
"260","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_ramulus",0.568224813932453,1.07805763653941,0.527082035944265,0.59813662102733,"location"
"261","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_180",0.0482472806176021,0.0874298786248936,0.551839730037836,0.581058164251475,"location"
"262","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_274",2.36089143419746,1.78355821882305,1.32369743206666,0.185603551651916,"location"
"263","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_38",0.281876540876708,0.510775861525744,0.551859557408824,0.581044578752271,"location"
"264","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_OM08_24",-10933.5183454335,NA,NA,NA,"location"
"265","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_ventriosum",0.261623905758945,2.35692209644897,0.111002356061372,0.91161447841336,"location"
"266","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae",0.00727430013995141,0.0177729482600991,0.409290570899961,0.682326434362649,"location"
"267","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes",-0.173207961497702,0.149239899570626,-1.16060089825867,0.245804239978261,"location"
"268","k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes.s__Anaerostipes_caccae",1.05917588987548,0.724910613379512,1.46111240520763,0.143984596378958,"location"
