"microbe","Estimate","Std. Error","df","t value","Pr(>|t|)","padj","aic","bic","r2.conditional","r2.marginal","icc","rmse","nobs"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcaceae_unclassified.s__Clostridium_leptum",-7.86919877309559,0.866906208015779,24.9709078835328,-9.07733581826232,2.20169680570791e-09,1.1977230623051e-06,99.2046172935947,110.676514929476,0.80065654564594,0.759272474381397,0.171912502146139,0.635816865244983,31
"k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified.f__Firmicutes_unclassified.g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_646",-31.6736013254096,4.7363369495733,18.6193810704031,-6.68736233562586,2.38900340031665e-06,0.000649808924886128,102.51385978342,113.985757419301,0.894745809118299,0.647797893259743,0.701153999742186,0.350623043115706,31
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Flavonifractor.s__Flavonifractor_sp_An10",-15.4523100465829,2.71281375113657,24.9999999995374,-5.69604531092815,6.23184830856521e-06,0.000923173005523035,113.815173358911,125.287070994792,NA,0.565991567504003,NA,1.04233280520508,31
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella_stercoris",-1.71869720454276,0.296209309547407,22.3795437236212,-5.80230650808662,7.25007656016829e-06,0.000923173005523035,107.680205286724,119.152102922606,0.978016066582115,0.574633032740009,0.948317723025146,0.139620773745856,31
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcaceae_unclassified.s__Ruminococcaceae_bacterium_D5",-3.83353511115839,0.634672828783578,18.8727727575349,-6.04017524825475,8.48504600664554e-06,0.000923173005523035,109.772916845697,121.244814481578,0.881867714772196,0.602135039309857,0.703084471115804,0.371633756904302,31
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Romboutsia",-3323.68827624411,604.471279064835,19.0616175559432,-5.49850487749578,2.61376664012413e-05,0.00157987672580944,97.2378879636559,108.709785599537,0.910120746634372,0.563917159892186,0.793894083648403,0.307064919454239,31
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Romboutsia.s__Romboutsia_ilealis",-3323.68827624411,604.471279064835,19.0616175559432,-5.49850487749578,2.61376664012413e-05,0.00157987672580944,97.2378879636559,108.709785599537,0.910120746634372,0.563917159892186,0.793894083648403,0.307064919454239,31
"k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Lactococcus_phage_1706",-73.9638615494348,13.4516315249339,19.0616175545421,-5.49850487744446,2.61376664109109e-05,0.00157987672580944,104.848395474427,116.320293110308,0.910120746639117,0.56391715988864,0.79389408366096,0.307064919446069,31
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Lachnoclostridium_sp_An138",-296.542232155614,53.931430227486,19.0616175522353,-5.49850487748575,2.61376664196414e-05,0.00157987672580944,102.071169419599,113.54306705548,0.910120746635298,0.563917159891492,0.793894083650854,0.307064919452645,31
"k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Lactococcus_phage_bIL286",-48.8994082589129,10.200685027901,24.9999999997654,-4.79373768773009,6.35890511441011e-05,0.0034592443822391,115.847384953915,127.319282589796,NA,0.487685087813165,NA,1.14051894229983,31
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_38",-1.18089449440267,0.149566166498024,5.3820129205448,-7.89546541208086,0.000371462235818991,0.0183704960259574,112.12330905414,123.595206690022,0.994148074767315,0.109471738731202,0.993428703515431,0.0578145198730088,31
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcaceae_unclassified",-0.225893201827054,0.0585086351362423,24.9999999994388,-3.8608523562555,0.000707659717837967,0.030825010077492,130.959992681007,142.431890316888,NA,0.394494700721414,NA,1.25058202877598,31
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_dorei",0.184087363743625,0.026760046148925,5.31740727226216,6.87918708058806,0.000773325149038287,0.030825010077492,121.357759678892,132.829657314773,0.99419994464057,0.0548772004387281,0.993863172741021,0.062912936445973,31
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__Ruminococcus_bromii",-0.385724205616862,0.101077781251137,24.9999999994381,-3.81611270887014,0.000793290700523692,0.030825010077492,130.091306211126,141.563203847007,NA,0.389772622656625,NA,1.25599877734879,31
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae",-0.117485126751317,0.0312985183212836,24.9999999993205,-3.75369611894456,0.000929994825488154,0.0337278123377037,132.748321960222,144.220219596104,NA,0.383155121812336,NA,1.26356657443497,31
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella_intestinalis",-4.39409005906503,0.740878001613754,5.29768369981986,-5.93092256686524,0.00159290808027341,0.0496505256851783,114.093840480692,125.565738116573,0.991355064088145,0.104280209235975,0.990348615715545,0.0744731619418627,31
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Absiella",-37.7502456829284,6.36549560711304,5.21341401288758,-5.93044878402631,0.0016846375145392,0.0496505256851783,110.93107392985,122.402971565732,0.991920728179453,0.0712848772083817,0.991300591944426,0.0729371408608606,31
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Absiella.s__Absiella_dolichum",-37.7502456829284,6.36549560711304,5.21341401288758,-5.93044878402631,0.0016846375145392,0.0496505256851783,110.93107392985,122.402971565732,0.991920728179453,0.0712848772083817,0.991300591944426,0.0729371408608606,31
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio",-0.637602436985744,0.111362805499443,5.34343997150996,-5.72545235481638,0.00182538697371979,0.0496505256851783,120.404460225591,131.876357861472,0.992146586207534,0.0707304173529251,0.991548831534876,0.0741388823979002,31
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio.s__Desulfovibrio_piger",-0.637602436985744,0.111362805499443,5.34343997150996,-5.72545235481638,0.00182538697371979,0.0496505256851783,120.404460225591,131.876357861472,0.992146586207534,0.0707304173529251,0.991548831534876,0.0741388823979002,31
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelatoclostridium.s__Clostridium_spiroforme",-35.0766842337846,8.01799638248515,8.57055892224825,-4.37474433268735,0.00200590933735239,0.0519626037866525,108.541919379774,120.013817015655,0.964459214307641,0.235294325943726,0.953523575281143,0.147237766777208,31
