"microbe","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","TaxaLevel"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens",3603.08159770073,-1.89300418370537,2.14657484574572,-0.881871968013182,0.377846047581699,1,"species"
"k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_unclassified|s__Lactococcus_phage_bIL310",3444.52883996325,-2.55637812145118,2.91031780310345,-0.878384525128202,0.379735079410419,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified",298577.365713066,-1.16134318492037,1.33555718393236,-0.86955706494046,0.384542509921138,1,"genus"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae",55262.2009977347,2.52351813105432,2.91022315864921,0.867121864367824,0.385875241956788,1,"family"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis",2433.76510915484,-2.52254042237093,2.91035778011431,-0.866745813730109,0.386081297408235,1,"species"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis",304066.879382701,1.32434575960697,1.54065890324847,0.85959699243914,0.390011233474602,1,"species"
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia",4957.58392705738,2.49626079734568,2.9102670103359,0.857742876677684,0.391034458557778,1,"genus"
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis",1629.85456945473,-1.54722975182293,1.82108700907346,-0.849618795869689,0.395537058553917,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas",9070.2067436981,-1.84689580028341,2.1746368874806,-0.849289281772056,0.395720343440936,1,"genus"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_callanderi",1.38765886287998,2.49687827367552,2.97575250527909,0.839074576681353,0.40142746157321,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae",113063.901968681,1.07709621264033,1.29625805089066,0.830927307954044,0.4060146957598,1,"family"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus",17918.0697704656,0.920090638534316,1.10825575234605,0.830215080396913,0.406417190427799,1,"species"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter",363.382050201133,2.39049210147025,2.91082446649167,0.821242273104652,0.411508281928968,1,"genus"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii",10035.4755098812,-2.29237110329532,2.91025283531164,-0.787687954627435,0.430879252976547,1,"species"
"k__Bacteria|p__Firmicutes|c__Bacilli",247427.055379313,-0.924197774242427,1.17438624779895,-0.786962360956262,0.431303900030892,1,"class"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza",37289.5795780239,-2.28322081753495,2.91022895065442,-0.78455023857196,0.432717315495492,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta",43.5336831541403,2.28358219773259,2.92385798718516,0.78101679621281,0.434792616066495,1,"species"
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella",212151.657971768,1.28626294875197,1.65401483867496,0.777661069705039,0.436768848397216,1,"genus"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus",132912.523945802,-1.53285080617334,1.99525420677674,-0.768248377057482,0.442339637528882,1,"species"
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens",4235.90217869084,2.2287768640866,2.91052242032814,0.76576522775431,0.443816007656905,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii",99258.6633337192,-0.895457135116727,1.17139867691552,-0.764434135673272,0.444608572919878,1,"species"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria",41287.7084533603,2.22390745151115,2.91022345597557,0.764170684881533,0.444765533730591,1,"class"
"k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_unclassified|s__Lactococcus_phage_bIL309",610.639357127221,-2.20623971260459,2.91075283902627,-0.757961886362926,0.448473799901117,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_asparagiforme",137.975203024096,2.04169038153237,2.69832225822344,0.756651795503704,0.449258501536461,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis",373219.98992054,-1.26208232036582,1.66956281480155,-0.755935810966078,0.449687681811004,1,"species"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales",522.562539385933,2.17645137695476,2.91046922252503,0.747800856339769,0.454580285513209,1,"order"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides",2371892.74360348,-0.47628781934403,0.655989486690835,-0.726060141217634,0.467801902542846,1,"genus"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii",9147.79592965984,2.1031810992724,2.91035048070097,0.722655609081776,0.469891494429334,1,"species"
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae",6231.31670670953,1.07442922312156,1.49522747576679,0.718572418267375,0.472404412812475,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D16",2887.22394893227,-1.61808285108599,2.28408829777817,-0.708415192468683,0.478687460638753,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes",81173.0060880699,0.875688480906881,1.24367444584664,0.704113913276357,0.481361836196456,1,"genus"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme",9330.0090461842,-2.03973045676796,2.91025485787867,-0.700876918475364,0.483379830078801,1,"species"
"k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__C2virus",1535.89473451717,-1.89319000082072,2.73168211090184,-0.693049163101814,0.488278699230941,1,"genus"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum",6268.74867865811,-0.942883458915902,1.36430736875147,-0.691107796169691,0.489497801305977,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_58",15606.083954443,-1.15155399245909,1.67210901654398,-0.688683561338117,0.491022423193147,1,"species"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales",375554.24020196,1.65559245749987,2.40985700273392,0.687008588319409,0.492077316395018,1,"order"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens",142153.505985105,-1.53885051146691,2.24539603640181,-0.685335899110645,0.493131983363671,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_CAG_317",18498.9329457358,1.23803436426175,1.82252030221916,0.679297982444569,0.496949074543495,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae",2224171.91964203,0.356727481353659,0.529008476904957,0.674332259174269,0.500100099230347,1,"family"
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83",52763.7019068297,-1.3430144270759,1.99709858374727,-0.672482789785933,0.501276392859877,1,"species"
"k__Archaea|p__Euryarchaeota",35351.7219518992,1.94909200636051,2.91022407434395,0.669739496536842,0.50302386893861,1,"phylum"
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens",179692.001313738,1.38809203031933,2.09287198018592,0.663247462559087,0.507172078356739,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter",23812.3728698508,0.72592206457733,1.09624848321147,0.662187520160336,0.507851051266331,1,"genus"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae",1157662.62923371,-0.422802603527434,0.667403628720767,-0.633503603116203,0.5264048286671,1,"family"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales",124943.804716805,1.20006382771049,1.90364836139354,0.630402049059101,0.528431570538115,1,"order"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia",559192.626259985,-0.623820804681133,1.0337606929761,-0.603447982613085,0.546210710075121,1,"genus"
"k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae",22839.8852155222,-0.777907941529734,1.29451865056499,-0.600924475819809,0.547890290255756,1,"family"
"k__Viruses|p__Viruses_unclassified",27799.3150921336,-0.743568189611074,1.25746230710256,-0.591324436057573,0.554303059703888,1,"phylum"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella",1096.8331467002,1.59332210705901,2.69628828941893,0.590931657164294,0.554566213674497,1,"genus"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter",3865.05375592927,1.71489141392027,2.91026136008792,0.589256840446955,0.555688992488853,1,"genus"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes",612536.781336446,-0.661431900897852,1.12725961517398,-0.586760930662601,0.557364279597198,1,"genus"
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta",6894.12689919574,-1.35742421501176,2.35468063388067,-0.576479118008728,0.564291380454321,1,"species"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium",20218.1008431161,-1.43971840297154,2.58886164874371,-0.556120256047746,0.578128648597926,1,"species"
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales",55455.4413696432,0.664511923435148,1.20323863088691,0.552269438810599,0.580763765773622,1,"order"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum",2159.48583843114,1.59912406070279,2.91029036675187,0.549472340963538,0.582681340929276,1,"genus"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_citroniae",159.981185190167,-1.52766193882506,2.78934609328421,-0.547677444008524,0.583913402648708,1,"species"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae",2461201.59943714,0.292509866059357,0.537425196956373,0.544280148597317,0.586248705385808,1,"family"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae",311474.596094229,1.35654599900736,2.53042285064419,0.536094589353719,0.591893179351168,1,"family"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis",5401.83230873919,1.41354562620437,2.64023901872413,0.535385476913167,0.592383330615,1,"species"
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales",40654.3570973109,1.06877895159882,2.03632290785447,0.524857304053469,0.599682392098648,1,"order"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica",6465.57476669007,-1.14975977561154,2.21296833646418,-0.519555457105452,0.60337345063882,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_dolichum_CAG_375",321.176686310711,1.3614200966513,2.62222152983101,0.51918576716859,0.603631203280708,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium",63107.0165435161,0.359324811041724,0.696697750851369,0.515754228577065,0.606026074403095,1,"genus"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi",5964.4295802387,-1.19116938255837,2.32956082470384,-0.511327873445762,0.609121490431722,1,"species"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus",697.100916066754,-1.47952145613189,2.91038058569924,-0.508360131112001,0.611200807337738,1,"genus"
"k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_unclassified",11655.9731245888,-0.906399197198865,1.7979875385836,-0.504118731497382,0.61417794469824,1,"genus"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae",467399.524352685,0.664393471095847,1.31947397492669,0.503529045453709,0.614592364571766,1,"family"
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria",34284.140369575,1.00354298302864,2.0218841856915,0.496340487813561,0.619654205273259,1,"class"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Sellimonas",1646.46100278875,1.42776475910582,2.89931220868851,0.492449469507686,0.622401635115692,1,"genus"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor",79423.1254365968,-0.51454132841102,1.05217478093536,-0.489026478997722,0.624822950607539,1,"genus"
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea",6561.73998621282,1.4183412334528,2.91024165697605,0.48736201340976,0.626001808228995,1,"genus"
"k__Bacteria|p__Firmicutes|c__Clostridia",3318006.75260742,-0.0883074510320614,0.182369285224243,-0.484223266672773,0.628227426342988,1,"class"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa",1675.87214921756,-1.40000331976281,2.91041712866786,-0.48103184453275,0.63049386623866,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus",29115.4227068716,0.829079027462549,1.73695067154726,0.477318694792877,0.633135200623268,1,"genus"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales",252091.836331662,-0.617554648867858,1.29408310474791,-0.477214057275062,0.633209702120063,1,"order"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea",99197.6370879812,0.375749191440898,0.790207261679632,0.475507135485216,0.634425548532569,1,"genus"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales",28987.3979693536,1.37900849948236,2.91022334528189,0.473849713877815,0.635607080532612,1,"order"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales",4036471.48214108,0.150779030494345,0.321538670686035,0.46892969412557,0.639119890513418,1,"order"
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma",464.037738160815,-1.33887757643128,2.91045328495399,-0.460023730101698,0.645499187587452,1,"genus"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium",143076.939277385,1.19209321156134,2.66970133797125,0.446526806053606,0.655216753760856,1,"genus"
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus",92.8943446663639,1.28879107058527,2.91166354497095,0.442630493077156,0.658033025036456,1,"genus"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184",54.4327215450118,-1.28871129966646,2.91616965671865,-0.441919178706685,0.658547691784385,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis",2760.48114516212,1.06357344199042,2.42125113847837,0.439266057571714,0.660468765424187,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus",428191.66851504,0.551594772858776,1.2675089956893,0.435180164191897,0.663431659332374,1,"genus"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi",895.092516538044,1.16263994255737,2.68251860620893,0.433413561369653,0.664714350123769,1,"species"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium",36065.5598678916,0.800057743321485,1.85524303410809,0.431241475436189,0.666292799426976,1,"genus"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii",234436.830542755,-0.743353221696279,1.72545328104651,-0.43081619761123,0.666602021089262,1,"species"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae",477.459724429285,-1.24654297249478,2.91092081114719,-0.428229777918115,0.668483838434738,1,"species"
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae",47814.221192418,0.485081658142414,1.14999317796786,0.42181263979287,0.673161779037463,1,"family"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae",117806.209032458,0.80408554757953,1.91339634106345,0.420239931645645,0.674310186381016,1,"family"
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter",25726.238566132,1.2209679711937,2.91022526096522,0.419544145798787,0.674818498613854,1,"genus"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified",69630.4912681721,0.478973914174378,1.15670139859984,0.4140860508634,0.678811088140525,1,"family"
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter",5111.00674837238,0.824318680478724,1.99448555133345,0.413298898017893,0.679387637143347,1,"genus"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium",76073.1636928076,-0.530801324977469,1.28919640684793,-0.411730378829765,0.680537055894512,1,"genus"
"k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified",24316.4754703053,-0.386168538484371,0.939496090158294,-0.41103794100868,0.681044714209114,1,"class"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum",236867.967774437,-0.830221070642916,2.03348681306595,-0.408274627260143,0.683072064854948,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis",8251.00063866105,-1.16517196500135,2.91026126947719,-0.400366790851966,0.688886380365576,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae",58063.2792511961,0.506183241677511,1.26803476342896,0.39918719602664,0.689755276909694,1,"family"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae",18184.4119939072,-0.491338435340278,1.23768919871082,-0.396980466382075,0.691381865169312,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans",42810.647903506,0.700107512426689,1.78531792434422,0.392147248890616,0.694949418073921,1,"species"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris",24364.7816220809,1.10588744249519,2.91024900393571,0.379997533200641,0.703947246276836,1,"species"
"k__Bacteria|p__Firmicutes|c__Negativicutes",123299.534892523,0.259658746249869,0.696009190918008,0.373067984788232,0.709097845788177,1,"class"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae",576.69282592638,-1.08207777065741,2.91034176744152,-0.371804364271852,0.710038514053514,1,"family"
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides",5470.92686624221,1.06337412898669,2.91034593402911,0.365377227687342,0.714829837612737,1,"species"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae",55138.0529997347,0.5196930763499,1.42496060642894,0.364706977866771,0.715330149296704,1,"family"
"k__Bacteria|p__Proteobacteria",205033.541590357,0.365947692784814,1.02811525338635,0.355940339937061,0.721885244650368,1,"phylum"
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_cateniformis",43.4313698631093,1.02955470741393,2.92078143345427,0.352492896463096,0.724468644860855,1,"species"
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila",7562.30627371312,0.974220121195503,2.76855016118951,0.351888195797373,0.724922112138498,1,"genus"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae",264337.753601519,-0.703691749850796,2.00510229823435,-0.350950547745345,0.725625448677319,1,"species"
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae",37990.9398582457,0.724845533754779,2.07678440167008,0.34902300555218,0.727072038378252,1,"family"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria",213400.113538748,0.809558415970008,2.33433425707063,0.346804838903374,0.728737941579133,1,"class"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister",36880.0210328348,-1.00921376783425,2.91022292704294,-0.34678228889486,0.728754883841005,1,"genus"
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria",6693.24680900637,0.858923409974245,2.49425524553533,0.34436067099055,0.730575062172455,1,"class"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae",145179.480484484,0.544222205911888,1.59487306916486,0.341232300196068,0.732928708909424,1,"family"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella",9067.64013294155,0.989015213370072,2.91023355834395,0.339840495115748,0.733976650217451,1,"genus"
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales",6726.79880915612,0.885010440295429,2.65950263387786,0.332772913634976,0.739305705841381,1,"order"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira",19677.8063388286,-0.945554411875474,2.91022529707043,-0.324907632693357,0.745250979983941,1,"genus"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus",6990.11388437227,-0.755440842645968,2.34974460729679,-0.321499128160592,0.747832172849167,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_coccoides",553.628362601068,0.921428776727701,2.91137543155036,0.316492598907804,0.751628641908597,1,"species"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_sp_CAG_266",4574.67830905721,0.917976454951109,2.91036066633443,0.315416733592436,0.752445263230946,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens",26760.1047449158,-0.724904396593913,2.30491566416395,-0.314503653155072,0.753138542312586,1,"species"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_bolteae",842.295986837983,-0.702512134328044,2.24344356648974,-0.313140096243761,0.754174227427561,1,"species"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria",155325.079473374,0.477269127174126,1.53273878025589,0.311383213710066,0.75550931356406,1,"class"
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales",159368.821914825,0.505410972540017,1.62555389437493,0.31091615866379,0.755864360039761,1,"order"
"k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_unclassified|s__Lactococcus_phage_P335_sensu_lato",115.565201539431,-0.89901819847859,2.91323016490526,-0.308598410557728,0.757627030079812,1,"species"
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales",117645.918733493,0.541417896173497,1.76442253210867,0.306852744351686,0.758955459396778,1,"order"
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa",472.715311895802,-0.882443951458568,2.88058762276094,-0.306341645185845,0.759344534094922,1,"species"
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella",4815.88705329018,0.764827764353435,2.53639660772594,0.301541076826766,0.763001931925925,1,"genus"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes",22493.4657211719,0.577545524138327,1.96146814683363,0.294445527994247,0.76841748165058,1,"species"
