"microbe","Estimate","Std. Error","df","t value","Pr(>|t|)","padj","GA"
"k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Lactococcus_phage_bIL311",-55.4067374249216,11.2834301091432,30.7365080742162,-4.91045159929023,2.8321410895237e-05,0.016256489853866,"SPPB"
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelatoclostridium.s__Clostridium_spiroforme",-77.2383711341011,19.0562632938267,31.5499850235401,-4.05317506077504,0.000307469859709228,0.0540224439619181,"SPPB"
"k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified.f__Firmicutes_unclassified.g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_646",-38.02282374845,9.4214487196639,29.9365870203886,-4.03577251013328,0.000347084707972184,0.0540224439619181,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Romboutsia",-4164.55235694579,1086.54352282359,29.5363607412871,-3.83284449215933,0.000614703557793112,0.0540224439619181,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Romboutsia.s__Romboutsia_ilealis",-4164.55235694579,1086.54352282359,29.5363607412871,-3.83284449215933,0.000614703557793112,0.0540224439619181,"SPPB"
"k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Lactococcus_phage_1706",-92.6760719852055,24.1794500597957,29.5363607397054,-3.83284449216247,0.000614703557827957,0.0540224439619181,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Lachnoclostridium_sp_An138",-368.324124784574,96.594768833007,29.1505640760956,-3.81308562807715,0.000658810292218514,0.0540224439619181,"SPPB"
"k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Pseudomonas_phage_phi297",-96.823105354348,19.9484453475229,9.33256660546421,-4.85366672277402,0.00081431927689097,0.0584274081169271,"SPPB"
"k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Lactococcus_phage_bIL286",-64.6050216791531,17.8781861874497,31.0836619299432,-3.6136228251446,0.00105236668640204,0.0647880993328136,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcaceae_unclassified.s__Ruminococcaceae_bacterium_D5",-4.28884593769348,1.24796041294989,31.9999999997967,-3.43668428356283,0.00165197965601084,0.0647880993328136,"SPPB"
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Absiella",-176.629863313228,43.0445910342233,9.90392643530336,-4.10341599419066,0.00217648121846451,0.0647880993328136,"SPPB"
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Absiella.s__Absiella_dolichum",-176.629863313228,43.0445910342233,9.90392643530336,-4.10341599419066,0.00217648121846451,0.0647880993328136,"SPPB"
"k__Bacteria.p__Candidatus_Melainabacteria",2023.65684769487,482.944925939624,8.94810881150886,4.19024352260791,0.0023702963167372,0.0647880993328136,"SPPB"
"k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified",2023.65684769487,482.944925939624,8.94810881150886,4.19024352260791,0.0023702963167372,0.0647880993328136,"SPPB"
"k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified.o__Candidatus_Gastranaerophilales",2023.65684769487,482.944925939624,8.94810881150886,4.19024352260791,0.0023702963167372,0.0647880993328136,"SPPB"
"k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified.o__Candidatus_Gastranaerophilales.f__Candidatus_Gastranaerophilales_unclassified",2023.65684769487,482.944925939624,8.94810881150886,4.19024352260791,0.0023702963167372,0.0647880993328136,"SPPB"
"k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified.o__Candidatus_Gastranaerophilales.f__Candidatus_Gastranaerophilales_unclassified.g__Candidatus_Gastranaerophilales_unclassified",2023.65684769487,482.944925939624,8.94810881150886,4.19024352260791,0.0023702963167372,0.0647880993328136,"SPPB"
"k__Bacteria.p__Candidatus_Melainabacteria.c__Candidatus_Melainabacteria_unclassified.o__Candidatus_Gastranaerophilales.f__Candidatus_Gastranaerophilales_unclassified.g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium",2023.65684769487,482.944925939624,8.94810881150886,4.19024352260791,0.0023702963167372,0.0647880993328136,"SPPB"
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae",88.7568792837977,21.1817949979846,8.94810881201728,4.19024352243247,0.00237029631705416,0.0647880993328136,"SPPB"
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Oxalobacter",88.7568792837977,21.1817949979846,8.94810881201728,4.19024352243247,0.00237029631705416,0.0647880993328136,"SPPB"
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Oxalobacter.s__Oxalobacter_formigenes",88.7568792837977,21.1817949979846,8.94810881201728,4.19024352243247,0.00237029631705416,0.0647880993328136,"SPPB"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_sp_CAG_144",12.9922071487513,3.12968715862954,8.96524772881802,4.15127982134817,0.00250052337497331,0.0652409280561219,"SPPB"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia",-0.349143766168518,0.0970366463225434,14.2538935892788,-3.59806093264999,0.00283510627905435,0.0678789813994913,"SPPB"
"k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Caudovirales_unclassified",103.956712724251,27.8121240917097,11.4264963169851,3.73781996590609,0.00307465769405361,0.0678789813994913,"SPPB"
"k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Caudovirales_unclassified.g__Caudovirales_unclassified",103.956712724251,27.8121240917097,11.4264963169851,3.73781996590609,0.00307465769405361,0.0678789813994913,"SPPB"
"k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Caudovirales_unclassified.g__Caudovirales_unclassified.s__Enterobacteria_phage_P4",103.956712724251,27.8121240917097,11.4264963169851,3.73781996590609,0.00307465769405361,0.0678789813994913,"SPPB"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella_intestinalis",-16.4727868248014,4.70685683919175,14.5545816581883,-3.49974247944837,0.00335691904196443,0.0713656122254661,"SPPB"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella_stercoris",-1.74048386329926,0.557341860736363,31.7095843344472,-3.12282996471811,0.00380854577522187,0.0780751883920484,"SPPB"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales",-0.336504690869722,0.102623677643374,14.1026570854175,-3.27901609645198,0.00544063568068482,0.0979153518427521,"SPPB"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae",-0.336504690869722,0.102623677643374,14.1026570854175,-3.27901609645198,0.00544063568068482,0.0979153518427521,"SPPB"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella",-0.336504690869722,0.102623677643374,14.1026570854175,-3.27901609645198,0.00544063568068482,0.0979153518427521,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus.s__Anaerotruncus_sp_CAG_528",-19.8451660270724,5.6816836405601,10.1834739292795,-3.49283192844508,0.00564016979062507,0.0979153518427521,"SPPB"
"k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Lactococcus_phage_bIL309",-22.8643922853505,7.7148273056534,31.9991866363433,-2.96369463365636,0.00569792412721816,0.0979153518427521,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus_comes",-2.1689314122107,0.683977967058264,16.3545948558144,-3.17105450273363,0.00579986404643479,0.0979153518427521,"SPPB"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae",0.20819106256334,0.0700674011012516,26.4346685554528,2.97129705528098,0.00624462182375818,0.0995670257454777,"SPPB"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides",0.20819106256334,0.0700674011012516,26.4346685554528,2.97129705528098,0.00624462182375818,0.0995670257454777,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__Ruminococcus_bromii",-0.478339422553211,0.16419107224439,31.9999999991062,-2.91330957289339,0.00647274693925326,0.100415047111659,"SPPB"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_stercorirosoris",96.327566932208,28.676480211169,9.77157376705145,3.35911402734462,0.00748802050088479,0.110822843880837,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_torques",-0.830206999737515,0.257891260272631,11.7769449123706,-3.21921339583147,0.0075297751068861,0.110822843880837,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium",0.708285759996229,0.249772436639919,28.0524439579917,2.83572426775546,0.00839020968591308,0.120399508992853,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus",-2.05563779479633,0.693485898750425,16.635047966778,-2.96420994067844,0.00884727122691264,0.123861797176777,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_38",-2.52976124763895,0.917678605967603,26.2415431538685,-2.75669633266819,0.0104843446628504,0.143286043725623,"SPPB"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Odoribacter.s__Odoribacter_laneus",2.34273082409766,0.738799713230748,9.21081667748409,3.17099584927147,0.0110258295829937,0.145501912044824,"SPPB"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_dorei",0.511918010242404,0.170658960758078,11.9134028647478,2.99965503111252,0.0111534566724255,0.145501912044824,"SPPB"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella.s__Collinsella_aerofaciens",-0.29739653467916,0.108291346363585,12.4919518554863,-2.74626315643598,0.0171746657930856,0.219072403671803,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_longicatena",-1.35575892246303,0.518162779456953,16.4886744936152,-2.61647300078924,0.0183754093886731,0.22720927893962,"SPPB"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_rogosae",145.397047884985,48.8481636582286,7.65304994964115,2.97651000562214,0.0186042440943591,0.22720927893962,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",-0.296947167914668,0.118532164743179,22.0016227533392,-2.5052032801228,0.0201363003438456,0.235686698878403,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus.s__Ruminococcus_bicirculans",0.909102236797201,0.344269712230935,12.9722228911519,2.64066865163956,0.0204000461917444,0.235686698878403,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_unclassified",-0.296346096534174,0.118683994656462,21.9333079905468,-2.49693395804518,0.020530200250732,0.235686698878403,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes.s__Anaerostipes_hadrus",0.307180193906,0.111004857669844,8.75477598787174,2.76726803091475,0.0224139784225813,0.252267129697288,"SPPB"
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_parasanguinis",4.13029435416344,1.73922182677641,31.9999999995558,2.3747944572538,0.0237214239020074,0.261389378955413,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcaceae_unclassified",-0.231911057942055,0.0979667359242319,31.9999999996727,-2.36724287845434,0.024135256245012,0.261389378955413,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes",0.300366219662237,0.111117712030802,8.80184416939352,2.70313538834363,0.0247440043393507,0.2626405908842,"SPPB"
"k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Lactococcus_phage_ul36",-22.7362740326703,9.69714433666631,31.9999999995246,-2.34463603338368,0.0254135956051898,0.2626405908842,"SPPB"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_finegoldii",-2.99306631914897,1.26000426177038,24.665474716507,-2.37544142505006,0.0256234722813854,0.2626405908842,"SPPB"
"k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified",-3.70836724833858,1.58992312164135,31.9340873071656,-2.33241922069179,0.0261435218924651,0.263269852039912,"SPPB"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_distasonis",0.167555317915856,0.0719521158797049,26.7282589818426,2.32870591597317,0.0276886964657802,0.274022616747549,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae",-0.11869367284003,0.0520329076237922,31.9999999988053,-2.28112704556524,0.0293394330222813,0.283116743000353,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus",-0.33745320870719,0.148251575286431,31.9999999988111,-2.27622005402108,0.0296644109037754,0.283116743000353,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_coccoides",5.99562432174795,2.58553989172038,21.9839412871527,2.31890613675991,0.0300873193780863,0.283116743000353,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum",-0.2347954373431,0.10551979927805,31.9999999995817,-2.22513157672336,0.0332453221480445,0.307787337306089,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus.s__Anaerotruncus_colihominis",3.53488829996089,1.64561469384044,28.6075558776499,2.14806559104754,0.0403139857849279,0.364024289507283,"SPPB"
"k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Siphoviridae_unclassified.s__Lactococcus_phage_bIL310",-11.2610214362612,5.27505327086383,31.7935645576851,-2.13476923512037,0.0405880740914044,0.364024289507283,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_scindens",8.25157057479631,3.86926570985126,26.0449641008971,2.13259341527969,0.0425503597195166,0.373379121385477,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea",-0.889364738457492,0.408619433825783,18.1843245324565,-2.17651111238306,0.0429320940965879,0.373379121385477,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_clostridioforme",0.69432417488762,0.326067711782709,22.6614573472803,2.12938647341543,0.0443142207796036,0.379647204887947,"SPPB"
"k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanosphaera",9.65746216839493,4.33862573180769,11.0238854877682,2.22592654111493,0.0478163396028842,0.397776506261674,"SPPB"
"k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanosphaera.s__Methanosphaera_stadtmanae",9.65746216839493,4.33862573180769,11.0238854877682,2.22592654111493,0.0478163396028842,0.397776506261674,"SPPB"
"k__Bacteria.p__Firmicutes.c__Firmicutes_unclassified.o__Firmicutes_unclassified.f__Firmicutes_unclassified.g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_424",-53.9213325561354,26.5353492039875,31.8568544485913,-2.03205664043164,0.0505569429926603,0.414566932539815,"SPPB"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Adlercreutzia",-15.5654161169001,7.74186489358371,31.5531417949426,-2.01055124712915,0.0529851502503167,0.416823966260652,"SPPB"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Adlercreutzia.s__Adlercreutzia_equolifaciens",-15.5654161169001,7.74186489358371,31.5531417949426,-2.01055124712915,0.0529851502503167,0.416823966260652,"SPPB"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae",1.11851989710532,0.529056783982264,13.9374588392208,2.11417740206658,0.0530107134791421,0.416823966260652,"SPPB"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Butyricimonas",2.68283749123112,1.36797485771347,27.2891662379611,1.96117456114318,0.0601364571892384,0.452937741798127,"SPPB"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Klebsiella.s__Klebsiella_quasipneumoniae",-2.62107116001954,1.33589562982588,23.8118882896262,-1.96203288752518,0.0615490311095352,0.452937741798127,"SPPB"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Klebsiella.s__Klebsiella_variicola",-0.744728466454789,0.37956981821912,23.8118882877511,-1.96203288751707,0.0615490311114715,0.452937741798127,"SPPB"
"k__Viruses.p__Viruses_unclassified.c__Viruses_unclassified.o__Caudovirales.f__Siphoviridae.g__Sfi21dt1virus.s__Streptococcus_virus_DT1",-346.97369157282,176.843973299462,23.8118882833936,-1.96203288751755,0.0615490311135942,0.452937741798127,"SPPB"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Klebsiella.s__Klebsiella_pneumoniae",-0.243478113237238,0.124094817567478,23.8118882810161,-1.96203288751235,0.0615490311154249,0.452937741798127,"SPPB"
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_bifidum",-0.491142184375895,0.240103247391208,11.7194424820763,-2.0455457796273,0.0639224505631488,0.463486012932129,"SPPB"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Odoribacteraceae.g__Butyricimonas.s__Butyricimonas_virosa",2.69264532836908,1.39230914415861,24.8273242472665,1.9339421418483,0.0645973537187636,0.463486012932129,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Harryflintia",6.49319478223722,3.40044126338106,23.1346882886848,1.90951534795253,0.0686733835863204,0.478840607288957,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Harryflintia.s__Harryflintia_acetispora",6.49319478223722,3.40044126338106,23.1346882886848,1.90951534795253,0.0686733835863204,0.478840607288957,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_ramulus",-4.99520380069061,2.6131276632256,21.6775360332352,-1.91158046772373,0.0692400181271489,0.478840607288957,"SPPB"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_uniformis",0.136647519960568,0.0730699980143533,31.9999999992904,1.87009064833595,0.0706433416157583,0.482729501041015,"SPPB"
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.g__Klebsiella",-0.163870079846756,0.0873277158307051,24.8940381639499,-1.8764956610618,0.072358114397105,0.488386731739425,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_dolichum_CAG_375",-75.7252084651802,39.211039064734,13.5980215032635,-1.93122167306417,0.0745710707043331,0.488386731739425,"SPPB"
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_dentium",1.60949097298341,0.832686033694426,13.2216435259355,1.93289055881302,0.0749561246139676,0.488386731739425,"SPPB"
"k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales.f__Synergistaceae.g__Cloacibacillus",28.2416740716248,14.2208884918978,9.56911216872131,1.98592894443376,0.0764162378632534,0.488386731739425,"SPPB"
"k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales.f__Synergistaceae.g__Cloacibacillus.s__Cloacibacillus_evryensis",28.2416740716248,14.2208884918978,9.56911216872131,1.98592894443376,0.0764162378632534,0.488386731739425,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus",3.19197196974952,1.7442285721468,31.9999999999104,1.83001931095581,0.0765763168232547,0.488386731739425,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia",-0.338212758753706,0.187149037861175,31.7035849117218,-1.80718406366902,0.0802320887041107,0.501355140286375,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Flavonifractor.s__Flavonifractor_plautii",0.360367664498799,0.198162241695873,26.3700079014807,1.81854858632387,0.0803565730075723,0.501355140286375,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_lavalense",12.8446537795508,7.09383439396328,26.9437083605969,1.81067855072587,0.0813561991357176,0.50213396025701,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_sp_CAG_257",0.15903843250546,0.0900505001050582,27.2994921659873,1.76610271258812,0.088561127533503,0.518227605987945,"SPPB"
"k__Bacteria.p__Synergistetes",5.61312636016603,3.14299450973371,19.0483967321231,1.7859166927535,0.0900429003669123,0.518227605987945,"SPPB"
"k__Bacteria.p__Synergistetes.c__Synergistia",5.61312636016603,3.14299450973371,19.0483967321231,1.7859166927535,0.0900429003669123,0.518227605987945,"SPPB"
"k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales",5.61312636016603,3.14299450973371,19.0483967321231,1.7859166927535,0.0900429003669123,0.518227605987945,"SPPB"
"k__Bacteria.p__Synergistetes.c__Synergistia.o__Synergistales.f__Synergistaceae",5.61312636016603,3.14299450973371,19.0483967321231,1.7859166927535,0.0900429003669123,0.518227605987945,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira",0.567692475652532,0.324050240858127,29.2313475846363,1.75186561858189,0.0902835550501647,0.518227605987945,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira.s__Lachnospira_pectinoschiza",0.567692475652532,0.324050240858127,29.2313475846363,1.75186561858189,0.0902835550501647,0.518227605987945,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Flavonifractor",0.334705926376082,0.199246642154502,26.5798505155423,1.67985730026275,0.104703164658011,0.584428149112912,"SPPB"
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Acidaminococcus.s__Acidaminococcus_intestini",-0.340048991036132,0.194739119037299,11.9334647756895,-1.74617710461656,0.106444725390842,0.584428149112912,"SPPB"
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae.g__Parabacteroides.s__Parabacteroides_goldsteinii",2.87022383001234,1.65151819801561,11.4935642127236,1.73793048932859,0.10891038680564,0.584428149112912,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Robinsoniella",95.8034041667081,57.1836961298589,19.7902010437122,1.67536222123781,0.109592510427318,0.584428149112912,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Robinsoniella.s__Robinsoniella_sp_RHS",95.8034041667081,57.1836961298589,19.7902010437122,1.67536222123781,0.109592510427318,0.584428149112912,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea.s__Dorea_formicigenerans",-2.741298990289,1.6310844967957,17.0221976539721,-1.68066031874765,0.111085100790141,0.584428149112912,"SPPB"
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Acidaminococcus",-0.337446931906682,0.197945898078451,12.3156631673368,-1.70474324137266,0.113317648551943,0.584428149112912,"SPPB"
"k__Bacteria.p__Proteobacteria",-0.127930392996278,0.0786875516376509,31.9999999990712,-1.62580218006256,0.1138013574765,0.584428149112912,"SPPB"
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium.s__Clostridium_symbiosum",0.936594663823471,0.57407519116522,24.3385498294908,1.63148430421184,0.115661874155648,0.584428149112912,"SPPB"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Asaccharobacter",-14.2957655854754,8.81257318764963,28.1858780384066,-1.62220106217219,0.115894489569178,0.584428149112912,"SPPB"
"k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Eggerthellales.f__Eggerthellaceae.g__Asaccharobacter.s__Asaccharobacter_celatus",-14.2957655854754,8.81257318764963,28.1858780384066,-1.62220106217219,0.115894489569178,0.584428149112912,"SPPB"
