"microbe","Estimate","Std. Error","df","t value","Pr(>|t|)","aic","bic","r2.conditional","r2.marginal","icc","rmse","nobs","padj"
"CD80",0.0615625827937508,0.138817840092302,17.1989376859259,0.443477457600672,0.662948694986848,110.131316949126,117.763119572207,0.881989382166488,0.00782104927083665,0.881059139838852,0.228569650700693,34,0.999145803413394
"BTLA",-0.0519161148295984,0.11578813523279,9.18516378282209,-0.448371629141638,0.664275165691037,110.638836193432,118.270638816513,0.85513733226966,0.00989387416675795,0.85368975713747,0.25036781157649,34,0.999145803413394
"CD86",-0.0407830591562558,0.0951888976420219,9.63342686168735,-0.428443444209525,0.67774936983974,110.936380537696,118.568183160777,0.870170866366805,0.00779937686259779,0.86915032040328,0.236658348490457,34,0.999145803413394
"IL.10",0.0574941352679778,0.137840995706573,14.017660919276,0.417104758807515,0.682919235986627,110.217540596393,117.849343219474,0.868094341033095,0.00817328530405898,0.867007354195594,0.240043530752093,34,0.999145803413394
"AHR",0.0501828503944532,0.123719609909784,12.3108995716235,0.405617593128901,0.691984563650434,110.41470496844,118.046507591521,0.873634037182107,0.00628344883329615,0.872835002426467,0.234514302231998,34,0.999145803413394
"POS_A",-0.0463133944829608,0.114537524415476,13.2745577855265,-0.40435127893076,0.692393873032635,110.563991943464,118.195794566545,0.875537451193445,0.00859572443435703,0.874458329589568,0.233376925085077,34,0.999145803413394
"CD244",0.045495968557961,0.114998161263028,12.9169473259131,0.395623443525335,0.698839584443374,110.645797392931,118.277600016012,0.861550623452669,0.0115076194907725,0.859938853068338,0.246171170544132,34,0.999145803413394
"NEG_H",0.0464858387452608,0.119094261433667,13.9880044981238,0.39032811644877,0.7021734293523,110.515767988964,118.147570612045,0.871053098999024,0.00769432580371356,0.870053246339223,0.237430292663618,34,0.999145803413394
"IL2RA",0.0534444145673394,0.137560441665456,15.2948103080505,0.388515869244699,0.702989041651978,110.211860411074,117.843663034154,0.875027025019411,0.00747832022728134,0.874085395284054,0.234269223966312,34,0.999145803413394
"C10orf54",0.0517797128152962,0.144451178620161,18.8547130369264,0.358458223116701,0.723982625881739,110.140368235192,117.772170858273,0.874164275126147,0.00743976280089514,0.873221069958487,0.235900600426316,34,0.999145803413394
"TGFB1",0.0445118406833312,0.129754643744336,16.1759760321724,0.343046224773548,0.73598136147489,110.372081238693,118.003883861774,0.873002935480929,0.00973120702674303,0.871754956411617,0.236615144976864,34,0.999145803413394
"CD276",-0.0384298589471717,0.114771431071853,13.1253850556664,-0.334838196128379,0.743037839818959,110.62490295426,118.256705577341,0.872367699508171,0.0077518877572469,0.871370578671755,0.236188308922537,34,0.999145803413394
"CD3D",-0.0362529310635604,0.11110269105312,11.7697294173052,-0.326301106840224,0.749925429632295,110.725400195304,118.357202818385,0.866585588329465,0.00580677340863708,0.865806356247314,0.240773876553629,34,0.999145803413394
"ITCH",-0.0486511477968025,0.15270769545389,20.4049147672564,-0.318590020314286,0.753275473153048,110.061253966283,117.693056589364,0.873056137392042,0.00704817805392801,0.872155063516413,0.237259979312603,34,0.999145803413394
"CD274",0.0361896638358268,0.119434773154527,12.5371365997765,0.303007766331199,0.766853077049892,110.583938517433,118.215741140514,0.868871540708765,0.00784861990853538,0.867834221750368,0.239220864769818,34,0.999145803413394
"CD3E",0.0295401380511669,0.111489851599116,11.8071746385623,0.26495808925627,0.79561061285786,110.713891631679,118.34569425476,0.875350780596119,0.00714749753943402,0.874453436844883,0.233313665111633,34,0.999145803413394
"IFNG",-0.0355802497918613,0.149885920894431,19.4861386863219,-0.23738220094015,0.814838239189885,110.142101802589,117.77390442567,0.873649994397711,0.00609720711349174,0.87287488624985,0.236640000798118,34,0.999145803413394
"YWHAZ",0.0311061405443137,0.130705127153249,15.0761784839272,0.237987148796714,0.81509524864726,110.399353657806,118.031156280887,0.879188670236792,0.00667360850300047,0.878377005989806,0.230970886787799,34,0.999145803413394
