"microbe","Estimate","Std. Error","df","t value","Pr(>|t|)","aic","bic","r2.conditional","r2.marginal","icc","rmse","nobs","padj"
"PGK1",-0.0690021313346205,0.119071911960576,13.170269560674,-0.579499650240492,0.572032000081814,110.29777454722,117.929577170301,0.880702182821546,0.0113814437962007,0.879328769999476,0.228530835773501,34,0.999145803413394
"PVR",0.0680490475657883,0.117775139896895,12.0486564515833,0.577787872936183,0.57404699898423,110.381906300703,118.013708923784,0.866264922832353,0.0106664447272975,0.864823065532449,0.240701812938273,34,0.999145803413394
"CD8A",-0.0899789748475269,0.164769342495797,22.9897665764285,-0.546090513469288,0.590264362892225,109.684498875776,117.316301498857,0.88540281522416,0.0082201538412445,0.884453001117452,0.226408508069744,34,0.999145803413394
"CD96",-0.0621242929757491,0.114289655577256,10.7550024472804,-0.543568817859942,0.597824594995298,110.506148719998,118.137951343079,0.862577056384711,0.00981124337596042,0.861215406965617,0.243607808385125,34,0.999145803413394
"IL.17A",0.0722630245695862,0.134208199174947,14.9930176054714,0.538439715411036,0.598177260739224,110.119670232428,117.751472855509,0.875341838580414,0.011971995438258,0.873831348054876,0.233885496565578,34,0.999145803413394
"RUNX3",-0.0789837504804769,0.149156448415217,17.5276890288921,-0.529536277644562,0.603076730449212,109.9055571862,117.537359809281,0.887976100873221,0.00793644824317049,0.887079916474708,0.22322380652727,34,0.999145803413394
"KLRG1",-0.0901863086057225,0.185899315983155,28.405584273535,-0.485135236398043,0.631301043189035,109.51915333701,117.15095596009,0.890977169514553,0.0101643288330123,0.889857646414265,0.223029921626862,34,0.999145803413394
"KIR_Inhibiting_Subgroup_2",-0.0480606834231441,0.100738453564995,10.3390600125734,-0.477083791961685,0.643226859007819,110.740970799674,118.372773422755,0.881860786880772,0.00778235786447803,0.880934174013516,0.226780047516225,34,0.999145803413394
"TNFRSF18",-0.0741318608364073,0.160772557853319,19.6972829768204,-0.46109772604378,0.649779368390345,109.855858928353,117.487661551434,0.871197526931476,0.0119871973171934,0.869634813720248,0.238843120659793,34,0.999145803413394
"PRDM1",-0.0703701034356605,0.155540652351427,19.1486398866956,-0.452422581311201,0.656048279325387,109.906535989085,117.538338612166,0.890788602218632,0.0100937639616296,0.889675007788177,0.221668421906114,34,0.999145803413394
